Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
ENSGALG00000044816	4	18648264	18664987	-1	
ENSGALG00000049083	33	6675491	6682591	1	
ENSGALG00000006644	13	17366433	17385594	-1	
ENSGALG00000026846	5	25361036	25367794	1	JMJD7
ENSGALG00000050937	30	337574	342012	-1	
ENSGALG00000017238	1	189236711	189484068	1	GRM5
ENSGALG00000013510	Z	24707997	24717639	-1	UTP15
ENSGALG00000009547	1	29702686	29770993	1	PPHLN1
ENSGALG00000015770	1	103922338	104122132	-1	APP
ENSGALG00000042548	2	141638052	141668463	-1	LRRC6
ENSGALG00000009844	5	32480478	32485436	1	ACTC1
ENSGALG00000031901	25	3211210	3211964	-1	EDBETA
ENSGALG00000034659	2	95935769	95935858	1	
ENSGALG00000010752	8	25496702	25500343	-1	CDCP2
ENSGALG00000035943	4	65460747	65461692	-1	GSX2
ENSGALG00000001058	21	1032001	1037986	-1	ARHGEF16
ENSGALG00000025737	2	95592661	95592770	-1	gga-mir-3524b
ENSGALG00000005815	5	9669263	9676928	1	TMEM41B
ENSGALG00000041054	4	33954634	33963875	1	
ENSGALG00000051229	7	15216648	15221722	1	
ENSGALG00000036309	2	42834944	42919794	-1	LARS2
ENSGALG00000004195	4	1269816	1286882	1	KIF4B
ENSGALG00000030242	25	3206133	3207238	1	EDMTFH
ENSGALG00000000724	26	2303301	2320772	-1	PM20D1
ENSGALG00000017862	5	9634111	9634292	-1	SNORA23
ENSGALG00000054898	4	33933549	33939639	1	
ENSGALG00000047281	31	4894763	4897266	1	
ENSGALG00000050089	7	15198607	15199848	1	
ENSGALG00000010749	8	25489529	25493551	1	TCEANC2
ENSGALG00000033591	13	4215241	4225180	-1	
ENSGALG00000007357	9	14938213	14954449	1	BCL6
ENSGALG00000044678	13	17350296	17362470	-1	
ENSGALG00000007631	10	18610088	18797433	-1	MEGF11
ENSGALG00000007527	7	7259184	7325166	1	ADARB1
ENSGALG00000049958	20	10750639	10752778	-1	
ENSGALG00000012877	1	57351612	57424085	1	CREB3L2
ENSGALG00000015200	28	3273460	3298759	1	DAZAP1
ENSGALG00000052168	30	311413	329492	-1	
ENSGALG00000002250	Z	71964912	72039733	1	DTWD2
ENSGALG00000052907	7	15184457	15190453	1	
ENSGALG00000034488	W	5154797	5259594	-1	
ENSGALG00000010342	1	39845476	39934790	1	OTOGL
ENSGALG00000034126	25	3203046	3223678	-1	
ENSGALG00000049609	31	4869662	4878575	-1	
ENSGALG00000002693	6	5912791	5925081	1	FAM149B1
ENSGALG00000009838	5	32415013	32461731	1	AQR
ENSGALG00000039756	3	60319457	60834072	-1	NKAIN2
ENSGALG00000035623	2	42801514	42824483	-1	LIMD1
ENSGALG00000053149	9	14830938	14830970	-1	
ENSGALG00000005807	5	9624027	9655347	-1	IPO7
ENSGALG00000052741	7	15144552	15152332	1	
ENSGALG00000037626	2	141407537	141592762	-1	KCNQ3
ENSGALG00000052873	5	25266455	25360816	1	MAPKBP1
ENSGALG00000003314	15	5258917	5277195	1	RILPL1
ENSGALG00000009817	5	32399175	32406806	1	ZNF770
ENSGALG00000028549	26	2287799	2287908	-1	gga-mir-6602
ENSGALG00000034171	20	187712	255976	1	EPB41L1
ENSGALG00000009168	4	18189034	18535906	-1	AFF2
ENSGALG00000025949	5	25254927	25255016	1	gga-mir-6685
ENSGALG00000014923	Z	24570156	24702274	-1	ARHGEF28
ENSGALG00000019719	27	7369267	7374026	-1	KRT24
ENSGALG00000048205	30	304787	306703	1	
ENSGALG00000047515	30	301369	302518	1	
ENSGALG00000049097	25	3186154	3195505	1	
ENSGALG00000049136	33	6659100	6661874	-1	
ENSGALG00000013094	2	80755118	80807342	-1	DDC
ENSGALG00000002227	Z	71872238	71944766	-1	DMXL1
ENSGALG00000039576	5	1014454	1019743	1	KNSTRN
ENSGALG00000008745	3	11969797	11992290	1	APLF
ENSGALG00000033744	4	18082789	18082855	1	gga-mir-7469
ENSGALG00000012245	4	59946344	59954096	-1	ADH4
ENSGALG00000040921	2	128963480	128978291	-1	RRM2B
ENSGALG00000014930	Z	24273701	24275470	1	ENC1
ENSGALG00000029286	4	18074956	18076806	-1	
ENSGALG00000005259	2	1815087	1919770	1	VIPR1
ENSGALG00000010490	6	35825229	35837369	1	DPYSL4
ENSGALG00000040902	2	42772384	42796918	-1	SACM1L
ENSGALG00000041361	4	33886867	33929204	1	ARFIP1
ENSGALG00000040205	13	4183048	4211094	-1	
ENSGALG00000002106	8	1724671	1738919	-1	CLCC1
ENSGALG00000026490	1	39833011	39835915	1	RPS16
ENSGALG00000020788	7	15082040	15139517	1	CCDC141
ENSGALG00000040999	14	3509391	3525587	1	EIF3B
ENSGALG00000010746	8	25479823	25489409	-1	TMEM59
ENSGALG00000035100	25	3186153	3187058	1	
ENSGALG00000002686	6	5904366	5912683	-1	ECD
ENSGALG00000041334	2	42767078	42771975	-1	SNRPD1
ENSGALG00000046976	21	1007955	1029421	1	
ENSGALG00000013651	3	60217079	60270213	-1	RNF217
ENSGALG00000015763	1	103860753	103890491	1	GABPA
ENSGALG00000033855	1	65337341	65349940	1	GOLT1B
ENSGALG00000044326	31	4845515	4866801	1	
ENSGALG00000020647	8	25474003	25477526	-1	LDLRAD1
ENSGALG00000007513	7	7193153	7246330	1	
ENSGALG00000012876	1	57338774	57344343	1	SSBP1
ENSGALG00000009544	1	29690804	29702640	-1	ZCRB1
ENSGALG00000005236	9	8147337	8181705	-1	FARSB
ENSGALG00000027967	2	128823733	128823842	-1	gga-mir-6630
ENSGALG00000054889	33	6649232	6655836	1	
ENSGALG00000019718	27	7361940	7366365	-1	KRT13
ENSGALG00000002090	8	1703384	1727662	1	GPSM2
ENSGALG00000013782	2	95468521	95545982	-1	CDH7
ENSGALG00000000721	26	2287405	2305691	-1	SLC41A1
ENSGALG00000009303	3	17438558	17480222	1	ENAH
ENSGALG00000039333	2	42755283	42766499	1	SLC6A20
ENSGALG00000047689	25	3182276	3191593	-1	
ENSGALG00000001024	21	992801	996073	-1	TPRG1L
ENSGALG00000010743	8	25466486	25471907	1	LRRC42
ENSGALG00000015751	1	103855858	103860617	-1	ATP5PF
ENSGALG00000051777	8	1697869	1703317	-1	
ENSGALG00000023355	4	33862692	33875050	-1	TMEM154
ENSGALG00000026964	25	3178913	3179890	1	
ENSGALG00000047286	25	3177375	3177791	-1	
ENSGALG00000053961	13	4064273	4194245	-1	
ENSGALG00000025440	26	2279640	2279740	-1	gga-mir-1797
ENSGALG00000020438	5	32187079	32371107	1	DPH6
ENSGALG00000053813	25	3174642	3175031	1	
ENSGALG00000004198	4	1266339	1269650	-1	PDZD11
ENSGALG00000054412	4	33774986	33804566	-1	
ENSGALG00000016639	3	106228343	106346314	-1	KIF13B
ENSGALG00000048252	2	95199591	95199618	1	
ENSGALG00000005787	5	9588123	9619996	-1	ZNF143
ENSGALG00000015107	Z	34485673	34580466	1	PIP5K1B
ENSGALG00000013929	4	65398425	65431696	-1	PDGFRA
ENSGALG00000007337	9	14499435	14783213	-1	LPP
ENSGALG00000047283	31	4827950	4839801	1	
ENSGALG00000010486	6	35793460	35816831	1	JAKMIP3
ENSGALG00000002191	13	4053522	4055527	-1	TLX3
ENSGALG00000025344	5	31657684	31657763	-1	gga-mir-1718
ENSGALG00000038608	8	25461925	25466172	-1	HSPB11
ENSGALG00000049659	25	3172996	3173385	-1	
ENSGALG00000026009	3	17354064	17362366	-1	SRP9
ENSGALG00000054523	2	42741233	42751503	1	LZTFL1
ENSGALG00000014843	3	60138294	60190411	-1	TPD52L1
ENSGALG00000000712	26	2278989	2285673	-1	RAB29
ENSGALG00000030540	9	14491492	14491595	-1	gga-mir-1653
ENSGALG00000029958	25	3170343	3170759	1	
ENSGALG00000039224	2	141378615	141394013	-1	HHLA1
ENSGALG00000010736	8	25457804	25462021	1	DIO1
ENSGALG00000048624	9	8124373	8146246	1	SGPP2
ENSGALG00000016467	3	100135676	100170579	-1	SMC6
ENSGALG00000031266	5	999180	1013225	1	
ENSGALG00000016633	3	106142315	106205324	1	HMBOX1
ENSGALG00000042238	9	8105208	8110348	-1	
ENSGALG00000031723	33	6643744	6644738	-1	BANF1
ENSGALG00000012404	5	58350545	58368109	-1	ERO1A
ENSGALG00000054713	30	289872	294497	-1	
ENSGALG00000010476	6	35758042	35762509	-1	BNIP3
ENSGALG00000027475	25	3168043	3168931	-1	
ENSGALG00000001017	21	979698	992769	1	WRAP73
ENSGALG00000009291	3	17327535	17347820	-1	EPHX1
ENSGALG00000010103	4	33680239	33710874	-1	FBXW7
ENSGALG00000052033	3	106139933	106139987	-1	
ENSGALG00000011808	2	42730095	42731243	-1	CCR9
ENSGALG00000000990	20	97923	123852	-1	SRSF6
ENSGALG00000005769	5	9572428	9580919	-1	WEE1
ENSGALG00000047761	31	4803502	4812710	-1	
ENSGALG00000048696	25	3165615	3166022	1	
ENSGALG00000010325	1	39644313	39767984	-1	PPP1R12A
ENSGALG00000004255	14	3487345	3508179	-1	SNX8
ENSGALG00000053540	25	3163951	3164358	-1	
ENSGALG00000047250	31	4787086	4794687	1	
ENSGALG00000030710	20	79511	98048	-1	
ENSGALG00000054345	Z	34447841	34452877	-1	RFKL
ENSGALG00000035506	33	6629529	6630228	1	FAU
ENSGALG00000039447	27	7349549	7359237	-1	KRT23
ENSGALG00000052035	25	3161204	3161620	1	
ENSGALG00000047111	25	3159539	3159946	-1	
ENSGALG00000037601	30	286191	290414	-1	TBC1D25
ENSGALG00000009540	1	29633538	29660476	-1	YAF2
ENSGALG00000008653	5	25195649	25255228	1	MGA
ENSGALG00000031594	33	6612541	6614227	1	
ENSGALG00000005242	2	1572974	1597843	-1	
ENSGALG00000048217	Z	34421954	34422010	1	gga-mir-7482-3
ENSGALG00000028374	25	3156655	3157559	1	
ENSGALG00000055107	Z	34406920	34406976	1	gga-mir-7482-1
ENSGALG00000053187	31	4766810	4781527	1	
ENSGALG00000040212	2	42699453	42723188	1	FYCO1
ENSGALG00000001006	21	946988	976104	-1	TP73
ENSGALG00000053918	Z	34346218	34346274	1	gga-mir-7482-1
ENSGALG00000005660	19	9152551	9232106	-1	NF1
ENSGALG00000048926	30	281353	284544	-1	WAS
ENSGALG00000013737	3	52142821	52165059	1	TMEM181
ENSGALG00000027761	Z	71820993	71861087	-1	TNFAIP8
ENSGALG00000008753	3	11966173	11969604	-1	FBXO48
ENSGALG00000054074	25	3155146	3155535	-1	
ENSGALG00000030128	2	141356443	141375407	-1	
ENSGALG00000010097	4	33435516	33477552	-1	GATB
ENSGALG00000017237	1	189153122	189202896	-1	TYR
ENSGALG00000028505	25	278428	282487	1	PSMD4
ENSGALG00000048435	Z	71817816	71818916	1	
ENSGALG00000044788	31	4762091	4765753	1	ZNF628
ENSGALG00000048442	Z	34330880	34330936	1	gga-mir-7482-1
ENSGALG00000053983	25	3152498	3152887	1	
ENSGALG00000054049	Z	34315494	34315550	1	gga-mir-7482-6
ENSGALG00000046717	1	39588791	39588843	1	
ENSGALG00000004245	14	3479887	3483891	1	NUDT1
ENSGALG00000011735	2	42681277	42683185	1	XCR1
ENSGALG00000009275	3	17289368	17318123	1	TMEM63A
ENSGALG00000050028	Z	34300413	34300469	1	gga-mir-7482-6
ENSGALG00000014841	3	60103490	60136557	1	HDDC2
ENSGALG00000040896	18	4912089	4948124	1	FASN
ENSGALG00000005750	5	9534149	9568096	-1	SWAP70
ENSGALG00000010320	1	39563363	39631576	-1	PAWR
ENSGALG00000013668	25	3150060	3151399	-1	
ENSGALG00000011734	2	42654209	42655342	-1	CCR8L
ENSGALG00000010471	6	35730058	35756142	1	PPP2R2D
ENSGALG00000013174	1	65317661	65337020	-1	RECQL
ENSGALG00000004238	14	3477599	3479865	-1	MRM2
ENSGALG00000038634	4	65269770	65321836	-1	KIT
ENSGALG00000048463	5	9262500	9262561	1	gga-mir-12278
ENSGALG00000030405	25	3145569	3148245	1	
ENSGALG00000002197	13	4020555	4032068	-1	NPM1
ENSGALG00000026363	2	80749031	80753201	-1	FIGNL1
ENSGALG00000007615	10	18589348	18605528	1	RAB11A
ENSGALG00000034716	3	59938390	59947701	-1	HEY2
ENSGALG00000010470	6	35538901	35604326	-1	TCERG1L
ENSGALG00000009256	3	17273856	17277099	-1	LEFTY1
ENSGALG00000028681	4	1260433	1265424	1	
ENSGALG00000031327	W	4991077	5068104	-1	
ENSGALG00000050893	2	42632317	42640047	-1	CCR2
ENSGALG00000046960	1	137592636	137745556	1	
ENSGALG00000032518	2	128779644	128829568	-1	NCALD
ENSGALG00000043938	31	4754117	4760498	-1	LIG1
ENSGALG00000010090	4	33390140	33428724	1	FHIP1A
ENSGALG00000026754	25	3126151	3147836	-1	
ENSGALG00000015746	1	103822633	103856294	1	JAM2
ENSGALG00000005223	2	1432870	1562154	1	ADCYAP1R1
ENSGALG00000009253	3	17263074	17267827	1	SDE2
ENSGALG00000002203	13	3919090	4012490	-1	FGF18
ENSGALG00000027167	25	3123320	3124408	-1	
ENSGALG00000037077	2	42617494	42623187	-1	CCR5
ENSGALG00000000708	26	2262710	2277921	-1	NUCKS1
ENSGALG00000043926	21	941957	945322	-1	
ENSGALG00000016631	3	106028202	106095978	-1	INTS9
ENSGALG00000038424	25	3119914	3120647	-1	
ENSGALG00000035675	18	4884946	4908417	1	
ENSGALG00000050946	31	4750522	4752709	1	
ENSGALG00000004224	14	3156908	3476461	-1	MAD1L1
ENSGALG00000055127	31	4746395	4748172	1	
ENSGALG00000034461	2	42590764	42613882	-1	TOPBP1
ENSGALG00000052095	25	3113868	3119343	1	
ENSGALG00000012401	5	58333186	58347293	1	GPR137C
ENSGALG00000003307	15	5251373	5257346	-1	TMED2
ENSGALG00000047699	31	4455230	4457192	-1	
ENSGALG00000051508	W	4957599	4959506	1	
ENSGALG00000020078	3	17240827	17247359	-1	H3F3C
ENSGALG00000009031	7	15017686	15069511	1	SESTD1
ENSGALG00000001331	24	1595777	1613311	1	ST14
ENSGALG00000010081	4	33241407	33318356	-1	SH3D19
ENSGALG00000013173	1	65298236	65313377	1	PYROXD1
ENSGALG00000000703	26	2224414	2246628	-1	SLC45A3
ENSGALG00000004209	14	3139896	3142286	1	ELFN1
ENSGALG00000047551	25	3050090	3051652	-1	
ENSGALG00000043826	6	5877972	5897241	-1	ANXA11
ENSGALG00000053285	25	3027026	3029971	1	
ENSGALG00000032316	2	42576015	42583429	1	CDV3
ENSGALG00000050995	21	937016	940757	1	LRRC47
ENSGALG00000046455	26	2218536	2221245	-1	
ENSGALG00000002728	18	4866126	4876014	-1	SLC16A3
ENSGALG00000024609	4	33239178	33239248	1	SNORD73
ENSGALG00000042137	26	2201344	2214140	-1	ELK4
ENSGALG00000013168	1	65265009	65268984	1	IAPP
ENSGALG00000016630	3	105945167	106022732	1	EXTL3
ENSGALG00000027700	25	3021113	3025802	1	FLAD1
ENSGALG00000041685	33	6580953	6593372	-1	CAPN1
ENSGALG00000035421	20	10750391	10753196	1	SNRPN
ENSGALG00000009246	3	17212579	17230427	1	ACBD3
ENSGALG00000054171	31	4447763	4451147	1	CHIR-A2
ENSGALG00000014834	3	59835089	59902821	-1	NCOA7
ENSGALG00000026278	4	1246644	1262465	1	
ENSGALG00000004203	14	3023831	3027172	-1	PSMG3
ENSGALG00000009801	5	31651198	31766696	-1	C5H15orf41
ENSGALG00000053734	31	4443603	4457497	-1	
ENSGALG00000041161	22	5154950	5165163	1	NT5DC4
ENSGALG00000000978	21	923773	935424	1	CEP104
ENSGALG00000036847	6	5866783	5876999	1	PLAC9
ENSGALG00000009012	7	14842857	14976181	1	ZNF385B
ENSGALG00000041094	1	39190683	39534902	1	SYT1
ENSGALG00000051627	31	4394329	4396012	-1	
ENSGALG00000010077	4	33235392	33239654	1	RPS3A
ENSGALG00000028664	25	3020468	3021610	1	CKS1B
ENSGALG00000033786	3	17192986	17193939	-1	MIXL1
ENSGALG00000015742	1	103804015	103813504	-1	MRPL39
ENSGALG00000025475	4	1245199	1245295	-1	gga-mir-1586
ENSGALG00000049682	31	4380382	4383366	1	CHIR-B2
ENSGALG00000041403	10	18527246	18563975	-1	DENND4A
ENSGALG00000000452	22	1415487	1422100	1	TNFRSF10B
ENSGALG00000025413	Z	71815867	71816174	1	7SK
ENSGALG00000043613	5	58291084	58332931	-1	TXNDC16
ENSGALG00000037687	2	128751881	128771842	1	
ENSGALG00000008700	6	27094512	27111651	1	PDCD4
ENSGALG00000012875	1	57325922	57338604	1	WEE2
ENSGALG00000014933	Z	24225243	24240761	-1	HEXB
ENSGALG00000000695	26	2178133	2192431	1	MFSD4A
ENSGALG00000010464	6	35270668	35292182	1	GLRX3
ENSGALG00000027404	5	31596052	31596239	1	
ENSGALG00000048929	31	4355910	4357632	-1	
ENSGALG00000039023	W	4790077	4947834	1	
ENSGALG00000044235	4	33007990	33009211	1	MAB21L2
ENSGALG00000044342	3	59825963	59831811	-1	HINT3
ENSGALG00000018245	1	103797403	103797465	1	gga-mir-155
ENSGALG00000027360	5	31523759	31523921	1	
ENSGALG00000010740	8	25452541	25457119	-1	YIPF1
ENSGALG00000047511	1	103588546	103589595	-1	
ENSGALG00000030005	20	72048	75589	1	IGSF1
ENSGALG00000053315	3	59817468	59821582	1	
ENSGALG00000017896	1	103464967	103465071	1	U6
ENSGALG00000050852	AADN05001290.1	16804	20306	-1	
ENSGALG00000051602	31	4324632	4329707	-1	
ENSGALG00000050918	1	103096628	103097941	-1	
ENSGALG00000010461	6	35112704	35230061	-1	EBF3
ENSGALG00000049063	5	932588	932992	1	INAFM2
ENSGALG00000037377	3	52002017	52109904	1	TULP4
ENSGALG00000039334	5	939736	975245	-1	
ENSGALG00000005575	19	9121994	9144694	-1	AKAP1
ENSGALG00000051990	2	128720579	128725283	1	
ENSGALG00000042308	3	105834156	105886228	1	FZD3
ENSGALG00000013907	4	65185439	65213106	1	KDR
ENSGALG00000031839	30	276665	280766	-1	SUV39H1
ENSGALG00000015348	1	87615066	87731006	1	ALCAM
ENSGALG00000046958	1	102987853	102989325	1	
ENSGALG00000047728	1	197590528	197608366	-1	
ENSGALG00000004251	4	1241080	1246271	1	ARR3
ENSGALG00000039775	25	3010170	3014866	-1	SHC1
ENSGALG00000031293	1	65230075	65281262	-1	SLCO1A2
ENSGALG00000054620	1	102352594	102353847	-1	
ENSGALG00000036295	21	920754	923687	-1	DFFB
ENSGALG00000044439	31	4299222	4300048	-1	
ENSGALG00000034585	2	42556661	42572127	1	BFSP2
ENSGALG00000050474	W	4765555	4767960	-1	
ENSGALG00000046135	31	4280400	4283603	-1	
ENSGALG00000000692	26	2156870	2171973	1	CDK18
ENSGALG00000037350	W	4705164	4705273	-1	gga-mir-7b
ENSGALG00000017333	1	197563823	197583891	1	LCMT2
ENSGALG00000039118	5	31437974	31606534	1	MEIS2
ENSGALG00000015737	1	102077385	102329583	1	NCAM2
ENSGALG00000039533	2	141286783	141354033	1	
ENSGALG00000010061	4	32846926	33218988	-1	LRBA
ENSGALG00000051065	25	3008285	3011383	-1	PYGO2
ENSGALG00000013775	2	95113245	95216691	1	CDH19
ENSGALG00000013804	4	65129662	65135891	-1	
ENSGALG00000000975	21	916953	919088	1	C1orf174
ENSGALG00000002719	18	4841362	4862572	1	CSNK1D
ENSGALG00000047472	1	102062024	102064114	1	
ENSGALG00000027265	21	814137	816654	-1	AJAP1
ENSGALG00000052010	31	4261532	4263818	-1	
ENSGALG00000052645	1	102059323	102061191	1	
ENSGALG00000027886	4	65118589	65129371	-1	TMEM165
ENSGALG00000048907	1	101855695	101857266	-1	
ENSGALG00000053560	3	105798126	105833957	-1	FBXO16
ENSGALG00000053303	KZ626825.1	2257	4431	1	
ENSGALG00000050595	31	4218966	4221307	-1	
ENSGALG00000053300	1	101504351	101504390	-1	
ENSGALG00000004336	4	1229311	1237808	-1	INPPL1
ENSGALG00000005716	5	9248870	9478933	1	SBF2
ENSGALG00000018309	26	2124446	2124541	-1	gga-mir-135a-3
ENSGALG00000052484	1	101276400	101277587	-1	
ENSGALG00000047025	16	1927171	1938255	-1	
ENSGALG00000036412	2	42447408	42553652	1	TMEM108
ENSGALG00000050763	25	3004108	3008264	-1	PBXIP1
ENSGALG00000019276	1	65193673	65214941	-1	
ENSGALG00000025407	2	141177037	141177143	-1	U6
ENSGALG00000048031	2	94906594	94908315	-1	
ENSGALG00000038574	18	4814672	4820273	-1	
ENSGALG00000004346	4	1223375	1228842	-1	P2RY4
ENSGALG00000015730	1	100944153	101000642	-1	TMPRSS15
ENSGALG00000050855	2	140984704	140985969	1	
ENSGALG00000000966	21	693159	714164	1	NPHP4
ENSGALG00000000684	26	2090546	2094449	-1	KLHDC8A
ENSGALG00000014831	3	59770898	59817269	-1	TRMT11
ENSGALG00000013740	22	5151443	5159448	1	SLC20A1
ENSGALG00000048167	AADN05001235.1	2891	9524	1	
ENSGALG00000054158	31	4179483	4181854	-1	
ENSGALG00000042505	2	94652557	94656207	1	DSEL
ENSGALG00000005212	2	1238715	1257265	1	GHRHR
ENSGALG00000017334	1	197487500	197530937	-1	
ENSGALG00000002638	6	5829189	5856130	-1	
ENSGALG00000017235	1	189025780	189161699	1	NOX4
ENSGALG00000005503	11	16725796	16738294	1	WFDC1
ENSGALG00000025538	19	8983867	8983957	-1	gga-mir-1585
ENSGALG00000012874	1	57312780	57323475	-1	DENND11
ENSGALG00000030099	33	6574142	6579564	-1	
ENSGALG00000046656	25	3000756	3003576	-1	PMVK
ENSGALG00000031606	8	25436699	25452503	-1	NDC1
ENSGALG00000039866	31	4158743	4159570	-1	
ENSGALG00000042949	6	34943123	35085265	1	MGMT
ENSGALG00000046593	5	9241993	9243150	-1	
ENSGALG00000013762	2	94275197	94289016	1	
ENSGALG00000036616	26	2075202	2083441	-1	NUAK2
ENSGALG00000025438	1	197485636	197485715	-1	gga-mir-1600
ENSGALG00000034586	2	42300009	42312550	-1	
ENSGALG00000051713	31	4148186	4151071	-1	
ENSGALG00000044599	1	137580308	137590991	1	
ENSGALG00000014939	Z	24207082	24224343	1	GFM2
ENSGALG00000012239	4	59919382	59943366	1	METAP1
ENSGALG00000047888	1	87476423	87476501	-1	
ENSGALG00000012396	5	58273131	58276100	1	PTGER2
ENSGALG00000002546	17	7734269	7862385	1	COL5A1
ENSGALG00000002427	18	4786057	4801335	-1	SMIM5
ENSGALG00000052430	31	4086872	4101718	1	
ENSGALG00000032386	4	32762154	32837984	1	DCLK2
ENSGALG00000037051	19	175202	256177	1	
ENSGALG00000051843	Z	34293089	34427349	-1	
ENSGALG00000009001	7	14780212	14809720	1	CWC22
ENSGALG00000030251	2	140875182	140993382	-1	ADCY8
ENSGALG00000030944	9	8034728	8096205	-1	PAX3
ENSGALG00000027372	25	263062	276641	1	PIP5K1A
ENSGALG00000010721	8	25257022	25429515	-1	GLIS1
ENSGALG00000027454	3	59672610	59679644	-1	CENPW
ENSGALG00000005209	2	1186169	1206259	1	AQP1
ENSGALG00000034281	26	2046617	2067198	1	TMCC2
ENSGALG00000052371	16	1926484	1964781	-1	
ENSGALG00000001306	24	1568478	1585984	1	NFRKB
ENSGALG00000025996	6	34319708	34339712	1	
ENSGALG00000005502	11	16658649	16675822	-1	KCNG4
ENSGALG00000047031	33	6570868	6572561	-1	
ENSGALG00000005662	5	9179063	9204672	-1	AMPD3
ENSGALG00000029731	1	197476191	197480661	-1	TPP1
ENSGALG00000053218	2	140819697	140820812	1	
ENSGALG00000052671	AADN05001444.1	4977	11046	1	
ENSGALG00000009532	1	29589324	29620342	-1	GXYLT1
ENSGALG00000029768	5	58266782	58269815	1	PTGDR
ENSGALG00000050824	31	4071719	4073770	-1	
ENSGALG00000021231	6	5819141	5824328	1	TMEM254
ENSGALG00000005567	19	8923405	9107370	-1	MSI2
ENSGALG00000019716	27	7336035	7340414	-1	KRT40
ENSGALG00000028203	5	30948808	31002826	-1	SPRED1
ENSGALG00000002229	13	3572457	3637749	1	FBXW11
ENSGALG00000054765	31	4043878	4059696	1	
ENSGALG00000044536	30	273453	276588	1	WDR13
ENSGALG00000048337	6	27076471	27081746	1	
ENSGALG00000029023	8	25221808	25226828	1	DMRTB1
ENSGALG00000016624	3	105709011	105792887	-1	ELP3
ENSGALG00000015720	1	100912368	100941544	1	CHODL
ENSGALG00000002624	6	5785245	5805815	-1	BMS1
ENSGALG00000043861	4	32577277	32675632	-1	
ENSGALG00000013793	4	65084415	65108758	1	CLOCK
ENSGALG00000042607	3	59341241	59399436	-1	RSPO3
ENSGALG00000042868	KZ626825.1	29	2019	1	
ENSGALG00000049317	31	4043866	4046006	1	
ENSGALG00000055026	6	27058502	27064906	1	
ENSGALG00000019715	27	7329801	7334241	-1	KRT12
ENSGALG00000015062	Z	34282011	34285224	-1	
ENSGALG00000046898	4	32421867	32421912	1	
ENSGALG00000012394	5	58251114	58259992	-1	
ENSGALG00000009530	1	29166774	29412777	1	PDZRN4
ENSGALG00000040182	28	3270292	3274542	-1	
ENSGALG00000033185	30	271207	272962	-1	TAFAZZIN
ENSGALG00000009744	5	30915854	30924514	-1	FAM98B
ENSGALG00000031632	AADN05001510.1	551	3186	1	
ENSGALG00000054769	31	4037869	4038602	1	
ENSGALG00000046371	1	197473858	197476020	-1	
ENSGALG00000036093	26	367531	376406	-1	PTPN7
ENSGALG00000000793	25	257785	260117	-1	VPS72
ENSGALG00000009233	3	17153512	17191074	1	LIN9
ENSGALG00000004367	4	1219019	1224786	1	AWAT1
ENSGALG00000038783	22	5139565	5148912	1	
ENSGALG00000037549	33	6558794	6566265	-1	EML3
ENSGALG00000041200	2	128622765	128629538	-1	ZNF706
ENSGALG00000039863	19	164665	172742	1	DDX25
ENSGALG00000051403	KZ626826.1	44025	45914	-1	
ENSGALG00000050785	31	4031980	4036797	1	
ENSGALG00000053405	4	65053223	65055830	1	PDCL2
ENSGALG00000002262	13	3538939	3563502	1	ETF1
ENSGALG00000005559	19	8900796	8902874	1	MRPS23
ENSGALG00000053682	16	1913575	1929106	-1	
ENSGALG00000026820	3	59308247	59318622	-1	RNF146
ENSGALG00000000469	22	5083582	5098900	1	ADRA1A
ENSGALG00000041123	26	2026552	2046592	-1	DSTYK
ENSGALG00000044093	31	3972602	3973117	-1	
ENSGALG00000026301	3	105691610	105702003	1	
ENSGALG00000025482	13	3526168	3526237	1	SNORD63
ENSGALG00000049047	31	3961269	3961927	-1	
ENSGALG00000028142	Z	34263630	34278183	-1	HACD4
ENSGALG00000052672	19	83860	85660	1	
ENSGALG00000030554	25	2978863	2999591	-1	KCNN3
ENSGALG00000019277	1	65167287	65185448	1	SLCO1B3
ENSGALG00000043039	11	16627313	16629994	-1	HSBP1
