Chicken_geneSymbol		Chicken_chromosome	Gene start (bp)	Gene end (bp)	Chicken_gene_name	Quail_geneSymbol	Quail_geneName	Quail_Chromosome	Japanese quail homology type	"Japanese quail orthology confidence [0 low, 1 high]"
ENSGALG00000009886		4	30413937	30430300	USP38	ENSCJPG00005001552	USP38	4	ortholog_one2one	1
ENSGALG00000016885		1	146279044	146334067	STK24	ENSCJPG00005019394	STK24	1	ortholog_one2one	1
ENSGALG00000005434		Z	31707230	31708325	CER1	ENSCJPG00005007574	CER1	Z	ortholog_one2one	1
ENSGALG00000040418		1	196969914	196986048	DGAT2	ENSCJPG00005005723	DGAT2	1	ortholog_one2one	1
ENSGALG00000007218		9	13421516	13470538	MB21D2	ENSCJPG00005013558	MB21D2	9	ortholog_one2one	1
ENSGALG00000008590		7	12570845	12576467	EEF1B2	ENSCJPG00005015859	EEF1B2	7	ortholog_one2one	1
ENSGALG00000010190		1	36575097	36602208	TBC1D15	ENSCJPG00005016096	TBC1D15	1	ortholog_one2one	1
ENSGALG00000016582		3	105111720	105120097	PBK	ENSCJPG00005012979	PBK	3	ortholog_one2one	1
ENSGALG00000017867		6	3501729	3501928	SNORA74	ENSCJPG00005012367	SNORA74	6	ortholog_one2one	1
ENSGALG00000009684		6	32678749	32691860	GPR26	ENSCJPG00005020183	GPR26	6	ortholog_one2one	1
ENSGALG00000013684		4	63861918	64214244	SGCZ	ENSCJPG00005010585	SGCZ	4	ortholog_one2one	1
ENSGALG00000002117		6	3507801	3566313	PARG	ENSCJPG00005012368	PARG	6	ortholog_one2one	1
ENSGALG00000013916		10	20562187	20563224	HYPK	ENSCJPG00005000368	HYPK	10	ortholog_one2one	1
ENSGALG00000029393		33	7585953	7590530	HOXC10	ENSCJPG00005007702	HOXC10	KQ966684.1	ortholog_one2one	1
ENSGALG00000005426		Z	31717415	31775790	FREM1	ENSCJPG00005007571	FREM1	Z	ortholog_one2one	1
ENSGALG00000036971		9	13490727	13679765	FGF12	ENSCJPG00005013559	FGF12	9	ortholog_one2one	1
ENSGALG00000019284		1	62118528	62125904		ENSCJPG00005018358		1	ortholog_one2one	1
ENSGALG00000025302		11	19781448	19781534	SNORD71	ENSCJPG00005003988	SNORD71	11	ortholog_one2one	1
ENSGALG00000000977		17	9939834	10024847	MAPKAP1	ENSCJPG00005011073	MAPKAP1	17	ortholog_one2one	1
ENSGALG00000009898		4	30455566	30578444	GAB1	ENSCJPG00005001717	GAB1	4	ortholog_one2one	1
ENSGALG00000000875		11	19798257	19824250	PHLPP2	ENSCJPG00005003992	PHLPP2	11	ortholog_one2one	1
ENSGALG00000036129		33	7592214	7592321	gga-mir-196-3	ENSCJPG00005007701	MIR196A2	KQ966684.1	ortholog_one2one	1
ENSGALG00000046805		22	3736305	3743158	LMAN2L	ENSCJPG00005011858	LMAN2L	22	ortholog_one2one	1
ENSGALG00000013828		3	16619745	16634264	GALM	ENSCJPG00005004411	GALM	3	ortholog_one2one	1
ENSGALG00000022702		1	197033435	197037036	CHRNA10	ENSCJPG00005005717		1	ortholog_one2one	1
ENSGALG00000025418		7	12573539	12573672		ENSCJPG00005015863		7	ortholog_one2one	1
ENSGALG00000029439		33	7601322	7604178	HOXC9	ENSCJPG00005007700	HOXC9	KQ966684.1	ortholog_one2one	1
ENSGALG00000002266		6	3585026	3633966	OGDHL	ENSCJPG00005012575	OGDHL	6	ortholog_one2one	1
ENSGALG00000037985		7	12574184	12574260		ENSCJPG00005015862		7	ortholog_one2one	1
ENSGALG00000030331		7	12574185	12574263		ENSCJPG00005015861		7	ortholog_one2one	1
ENSGALG00000037262		33	7605746	7616596	HOXC8	ENSCJPG00005007699	HOXC8	KQ966684.1	ortholog_one2one	1
ENSGALG00000042029		10	20563554	20567888	SERINC4	ENSCJPG00005000546	SERINC4	10	ortholog_one2one	1
ENSGALG00000037407		24	437306	446379	FAM118B	ENSCJPG00005005710	FAM118B	24	ortholog_one2one	1
ENSGALG00000042371		2	40838346	40955310	ANO10	ENSCJPG00005012840	ANO10	2	ortholog_one2one	1
ENSGALG00000032372		5	7654194	7673796	CYB5R2	ENSCJPG00005018605	CYB5R2	5	ortholog_one2one	1
ENSGALG00000000893		11	19836052	19846702	TAT	ENSCJPG00005004053	TAT	11	ortholog_one2one	1
ENSGALG00000016583		3	105120537	105133840	ESCO2	ENSCJPG00005012980	ESCO2	3	ortholog_one2one	1
ENSGALG00000010565		8	24525439	24548688	NRDC	ENSCJPG00005011887	NRDC	8	ortholog_one2one	1
ENSGALG00000009611		5	29687623	29720743	EIF2AK4	ENSCJPG00005016636	EIF2AK4	5	ortholog_one2one	1
ENSGALG00000040018		1	197038928	197076757	NUP98	ENSCJPG00005005712	NUP98	1	ortholog_one2one	1
ENSGALG00000005416		Z	31833333	31861093	TTC39B	ENSCJPG00005007562	TTC39B	Z	ortholog_one2one	1
ENSGALG00000039051		33	7622308	7637089	HOXC6	ENSCJPG00005007698	HOXC6	KQ966684.1	ortholog_one2one	1
ENSGALG00000008606		7	12576609	12590450	NDUFS1	ENSCJPG00005015858	NDUFS1	7	ortholog_one2one	1
ENSGALG00000009704		6	32816686	32859776	CHST15	ENSCJPG00005000893	CHST15	6	ortholog_one2one	1
ENSGALG00000032685		15	6603817	6667047	HECTD4	ENSCJPG00005007340	HECTD4	15	ortholog_one2one	1
ENSGALG00000041202		2	138061819	138086470	FBXO32	ENSCJPG00005005736	FBXO32	2	ortholog_one2one	1
ENSGALG00000035539		33	7661545	7663344	HOXC4	ENSCJPG00005007695	HOXC4	KQ966684.1	ortholog_one2one	1
ENSGALG00000014540		22	3763729	3785186	KANSL3	ENSCJPG00005011882	KANSL3	22	ortholog_one2one	1
ENSGALG00000010198		1	36613330	36667621	TPH2	ENSCJPG00005016097	TPH2	1	ortholog_one2one	1
ENSGALG00000039920		2	40962383	40987688	SNRK	ENSCJPG00005012841	SNRK	2	ortholog_one2one	1
ENSGALG00000000901		11	19856230	19857745		ENSCJPG00005004076		11	ortholog_one2one	1
ENSGALG00000039830		2	772888	805221	DHX30	ENSCJPG00005008079	DHX30	2	ortholog_one2one	1
ENSGALG00000013715		4	64370643	64586585	DLC1	ENSCJPG00005010587	DLC1	4	ortholog_one2one	1
ENSGALG00000000903		11	19863899	19867114	TERF2IP	ENSCJPG00005004078	TERF2IP	11	ortholog_one2one	1
ENSGALG00000002289		6	3650070	3681305	CHAT	ENSCJPG00005012577	CHAT	6	ortholog_one2one	1
ENSGALG00000016586		3	105134511	105145425	CCDC25	ENSCJPG00005012981	CCDC25	3	ortholog_one2one	1
ENSGALG00000008348		10	20574311	20583361	PDIA3	ENSCJPG00005000556	PDIA3	10	ortholog_one2one	1
ENSGALG00000038528		3	16629075	16635829		ENSCJPG00005004412	SRSF7	3	ortholog_one2one	1
ENSGALG00000009619		5	29722191	29753143	GPR176	ENSCJPG00005016635	GPR176	5	ortholog_one2one	1
ENSGALG00000031158		6	32975013	32985638	OAT	ENSCJPG00005000924	OAT	6	ortholog_one2one	1
ENSGALG00000009913		4	30587498	30610590	SMARCA5	ENSCJPG00005001731	SMARCA5	4	ortholog_one2one	1
ENSGALG00000011518		2	41055004	41087064	POMGNT2	ENSCJPG00005012842	POMGNT2	2	ortholog_one2one	1
ENSGALG00000039572		21	178543	188276	PADI1	ENSCJPG00005007338	PADI1	21	ortholog_one2one	1
ENSGALG00000038946		2	138114616	138119541	KLHL38	ENSCJPG00005005737	KLHL38	2	ortholog_one2one	1
ENSGALG00000009624		5	29759897	29830286	FSIP1	ENSCJPG00005016634	FSIP1	5	ortholog_one2one	1
ENSGALG00000010200		1	36736396	36951463	TRHDE	ENSCJPG00005016108	TRHDE	1	ortholog_one2one	1
ENSGALG00000000907		11	19866566	19879472	KARS	ENSCJPG00005004079	KARS1	11	ortholog_one2one	1
ENSGALG00000005318		5	7676131	7692468	OVCH2	ENSCJPG00005018607	OVCH2	5	ortholog_one2one	1
ENSGALG00000041103		6	3686230	3687798	SLC18A3	ENSCJPG00005012637	SLC18A3	6	ortholog_one2one	1
ENSGALG00000015105		Z	31937116	31971222	PSIP1	ENSCJPG00005007411	PSIP1	Z	ortholog_one2one	1
ENSGALG00000013657		2	90579225	90647828	ZNF236	ENSCJPG00005007161	ZNF236	2	ortholog_one2one	1
ENSGALG00000008352		10	20585795	20594264	CKMT1B	ENSCJPG00005000562		10	ortholog_one2one	1
ENSGALG00000039206		22	3788778	3793564	ARID5A	ENSCJPG00005011934	ARID5A	22	ortholog_one2one	1
ENSGALG00000002299		6	3712791	3726535	RGR	ENSCJPG00005012638	RGR	6	ortholog_one2one	1
ENSGALG00000036418		2	138127619	138151268	ANXA13	ENSCJPG00005005856	ANXA13	2	ortholog_one2one	1
ENSGALG00000009626		5	29833567	29849200	THBS1	ENSCJPG00005016632	THBS1	5	ortholog_one2one	1
ENSGALG00000042726		4	64610177	64635020	TRMT9B	ENSCJPG00005010588	TRMT9B	4	ortholog_one2one	1
ENSGALG00000016886		1	146337724	146535921	FARP1	ENSCJPG00005019395	FARP1	1	ortholog_one2one	1
ENSGALG00000010567		8	24549328	24596574	RAB3B	ENSCJPG00005011888	RAB3B	8	ortholog_one2one	1
ENSGALG00000015494		1	93982791	93983891	HTR1F	ENSCJPG00005003392	HTR1F	1	ortholog_one2one	1
ENSGALG00000005353		5	7710329	7748090	FAR1	ENSCJPG00005018608	FAR1	5	ortholog_one2one	1
ENSGALG00000033014		22	3807124	3811864		ENSCJPG00005011951		22	ortholog_one2one	1
ENSGALG00000040224		24	445576	450171	TIRAP	ENSCJPG00005005718	TIRAP	24	ortholog_one2one	1
ENSGALG00000010204		1	37712525	37808043	KCNC2	ENSCJPG00005016138	KCNC2	1	ortholog_one2one	1
ENSGALG00000004048		28	4727381	4835713	PTPRS	ENSCJPG00005015440	PTPRS	28	ortholog_one2one	1
ENSGALG00000030925		6	32999470	33067777	LHPP	ENSCJPG00005001010	LHPP	6	ortholog_one2one	1
ENSGALG00000013069		1	62167702	62186545	BPGM	ENSCJPG00005018353	BPGM	1	ortholog_one2one	1
ENSGALG00000015495		1	94257934	94273544	POU1F1	ENSCJPG00005003400	POU1F1	1	ortholog_one2one	1
ENSGALG00000000908		11	19878815	19899510	ADAT1	ENSCJPG00005004082	ADAT1	11	ortholog_one2one	1
ENSGALG00000013821		3	16636721	16639607	GEMIN6	ENSCJPG00005004418	GEMIN6	3	ortholog_one2one	1
ENSGALG00000002303		6	3740718	3751326	LRIT1	ENSCJPG00005012640	LRIT1	6	ortholog_one2one	1
ENSGALG00000043379		2	41121646	41124715	RPL14	ENSCJPG00005012844	RPL14	2	ortholog_one2one	1
ENSGALG00000013725		4	64714109	64728848	LONRF1	ENSCJPG00005010589	LONRF1	4	ortholog_one2one	1
ENSGALG00000028643		4	30838745	31010530	ANAPC10	ENSCJPG00005001761		4	ortholog_one2one	1
ENSGALG00000002307		6	3758271	3762459	LRIT2	ENSCJPG00005012641	LRIT2	6	ortholog_one2one	1
ENSGALG00000029701		7	12599657	12630183	INO80D	ENSCJPG00005015857	INO80D	7	ortholog_one2one	1
ENSGALG00000033471		1	62359691	62455538	CALD1	ENSCJPG00005018310	CALD1	1	ortholog_one2one	1
ENSGALG00000042555		22	3812208	3824691	STAMBP	ENSCJPG00005011948	STAMBP	22	ortholog_one2one	1
ENSGALG00000000950		17	10262203	10310998	MVB12B	ENSCJPG00005011076	MVB12B	17	ortholog_one2one	1
ENSGALG00000008621		7	12666450	12744588	NRP2	ENSCJPG00005015851	NRP2	7	ortholog_one2one	1
ENSGALG00000009633		5	30227202	30242739	KATNBL1	ENSCJPG00005016626	KATNBL1	5	ortholog_one2one	1
ENSGALG00000002314		6	3766876	3800358	CDHR1	ENSCJPG00005012642	CDHR1	6	ortholog_one2one	1
ENSGALG00000003208		11	19898209	19912789	GABARAPL2	ENSCJPG00005004086	GABARAPL2	11	ortholog_one2one	1
ENSGALG00000008385		10	20594970	20635489	PPIP5K1	ENSCJPG00005000591	PPIP5K1	10	ortholog_one2one	1
ENSGALG00000042878		5	7786825	7790904	PTH	ENSCJPG00005018609	PTH	5	ortholog_one2one	1
ENSGALG00000029212		21	192800	201849	PADI2	ENSCJPG00005007339	PADI2	21	ortholog_one2one	1
ENSGALG00000020813		9	13815145	13849701	CCDC50	ENSCJPG00005013561	CCDC50	9	ortholog_one2one	1
ENSGALG00000047516		1	37852529	37861967		ENSCJPG00005016141		1	ortholog_one2one	1
ENSGALG00000015496		1	94275062	94287484	CHMP2B	ENSCJPG00005003401	CHMP2B	1	ortholog_one2one	1
ENSGALG00000009948		4	30847852	30924570	HHIP	ENSCJPG00005001754	HHIP	4	ortholog_one2one	1
ENSGALG00000035478		2	138155067	138178819	FAM91A1	ENSCJPG00005005939	FAM91A1	2	ortholog_one2one	1
ENSGALG00000005369		5	7794166	7820509	BTBD10	ENSCJPG00005018610	BTBD10	5	ortholog_one2one	1
ENSGALG00000000913		11	19912187	19927726	CHST6	ENSCJPG00005004099		11	ortholog_one2one	1
ENSGALG00000030493		2	41127304	41147533	ENTPD3	ENSCJPG00005012845	ENTPD3	2	ortholog_one2one	1
ENSGALG00000003798		14	2579659	2589053	GET4	ENSCJPG00005014090	GET4	14	ortholog_one2one	1
ENSGALG00000013072		1	62458428	62466587	AKR1B10	ENSCJPG00005018309		1	ortholog_one2one	1
ENSGALG00000015103		Z	31978142	32207290	CCDC171	ENSCJPG00005007404	CCDC171	Z	ortholog_one2one	1
ENSGALG00000028077		4	30919367	30919539		ENSCJPG00005001758		4	ortholog_one2one	1
ENSGALG00000042645		7	12763689	13129732	PARD3B	ENSCJPG00005015409	PARD3B	7	ortholog_one2one	1
ENSGALG00000009961		4	31010883	31024926	ABCE1	ENSCJPG00005001766	ABCE1	4	ortholog_one2one	1
ENSGALG00000030552		2	41172440	41178958		ENSCJPG00005012847		2	ortholog_one2one	1
ENSGALG00000010569		8	24602645	24611889	TXNDC12	ENSCJPG00005011890	TXNDC12	8	ortholog_one2one	1
ENSGALG00000002088		18	4534834	4536871	GALR2	ENSCJPG00005020798	GALR2	18	ortholog_one2one	1
ENSGALG00000021262		6	3825088	3833797	GHITM	ENSCJPG00005012644	GHITM	6	ortholog_one2one	1
ENSGALG00000015497		1	94356495	94376726	VGLL3	ENSCJPG00005003403	VGLL3	1	ortholog_one2one	1
ENSGALG00000041401		21	202192	210610	SDHB	ENSCJPG00005007350	SDHB	21	ortholog_one2one	1
ENSGALG00000003219		11	19912202	19917951	TMEM231	ENSCJPG00005004091	TMEM231	11	ortholog_one2one	1
ENSGALG00000002062		18	4538742	4552221	SRP68	ENSCJPG00005020799	SRP68	18	ortholog_one2one	1
ENSGALG00000027762		1	197076798	197090770	PGAP2	ENSCJPG00005005697	PGAP2	1	ortholog_one2one	1
ENSGALG00000010570		8	24612084	24622313	BTF3L4	ENSCJPG00005011891	BTF3L4	8	ortholog_one2one	1
ENSGALG00000036807		2	41184789	41205075	NOD1	ENSCJPG00005012848	NOD1	2	ortholog_one2one	1
ENSGALG00000041435		25	2844773	2862713		ENSCJPG00005014216	NUP210L	25	ortholog_one2one	1
ENSGALG00000038054		6	33119433	33136522	FAM175B	ENSCJPG00005001064	ABRAXAS2	6	ortholog_one2one	1
ENSGALG00000028186		1	62631477	62735236	RERG	ENSCJPG00005018308	RERG	1	ortholog_one2one	1
ENSGALG00000033783		2	138205878	138288568	FER1L6	ENSCJPG00005005959	FER1L6	2	ortholog_one2one	1
ENSGALG00000010223		1	37868999	37878734		ENSCJPG00005016144		1	ortholog_one2one	1
ENSGALG00000002634		13	2655521	2670468	HDAC3	ENSCJPG00005011425	HDAC3	13	ortholog_one2one	1
ENSGALG00000007222		9	13858565	13865482	UTS2B	ENSCJPG00005013563	UTS2B	9	ortholog_one2one	1
ENSGALG00000013660		2	90772185	90872589	ZNF516	ENSCJPG00005007179	ZNF516	2	ortholog_one2one	1
ENSGALG00000043393		1	94731886	94975094	CADM2	ENSCJPG00005003408	CADM2	1	ortholog_one2one	1
ENSGALG00000010613		8	24654352	24694793	ZFYVE9	ENSCJPG00005011892	ZFYVE9	8	ortholog_one2one	1
ENSGALG00000010224		1	37882246	37890696	GLIPR1L	ENSCJPG00005016145		1	ortholog_one2one	1
ENSGALG00000013085		1	62781911	62930757	PTPRO	ENSCJPG00005002879	PTPRO	1	ortholog_one2one	1
ENSGALG00000015101		Z	32350839	32692210	BNC2	ENSCJPG00005007620	BNC2	Z	ortholog_one2one	1
ENSGALG00000013672		2	91334478	91387810	TSHZ1	ENSCJPG00005007261	TSHZ1	2	ortholog_one2one	1
ENSGALG00000027698		14	2638847	2640844	COX19	ENSCJPG00005014126	COX19	14	ortholog_one2one	1
ENSGALG00000042725		4	68230	79447	ZC4H2	ENSCJPG00005002865	ZC4H2	4	ortholog_one2one	1
ENSGALG00000050621		21	211285	214800	MRPS16	ENSCJPG00005007352	MRPS16	21	ortholog_one2one	1
ENSGALG00000010619		8	24697100	24727774	CC2D1B	ENSCJPG00005011893	CC2D1B	8	ortholog_one2one	1
ENSGALG00000007226		9	13868182	13917246	OSTN	ENSCJPG00005013565	OSTN	9	ortholog_one2one	1
ENSGALG00000031163		2	41213767	41265858	ZNRF2	ENSCJPG00005012849	ZNRF2	2	ortholog_one2one	1
ENSGALG00000025631		17	10284908	10285264	NRON	ENSCJPG00005011079	NRON	17	ortholog_one2one	1
ENSGALG00000031474		6	33166337	33190434	ZRANB1	ENSCJPG00005001074	ZRANB1	6	ortholog_one2one	1
ENSGALG00000022882		2	91390441	91396404	ZADH2	ENSCJPG00005007262	ZADH2	2	ortholog_one2one	1
ENSGALG00000026995		1	197093201	197097605	RHOG	ENSCJPG00005005696	RHOG	1	ortholog_one2one	1
ENSGALG00000053766		22	3860720	3861479		ENSCJPG00005011942		22	ortholog_one2one	1
ENSGALG00000008656		7	13376431	13388513	ICOS	ENSCJPG00005015381	ICOS	7	ortholog_one2one	1
ENSGALG00000041762		1	197098805	197144902	STIM1	ENSCJPG00005005690	STIM1	1	ortholog_one2one	1
ENSGALG00000010623		8	24728882	24744108	ORC1	ENSCJPG00005011895	ORC1	8	ortholog_one2one	1
ENSGALG00000009738		6	33195329	33207599	CTBP2	ENSCJPG00005001082	CTBP2	6	ortholog_one2one	1
ENSGALG00000044199		14	2646826	2652886	CYP2AC7	ENSCJPG00005014127		14	ortholog_one2one	1
ENSGALG00000039203		22	3861634	3867074	MOB1A	ENSCJPG00005011941	MOB1A	22	ortholog_one2one	1
ENSGALG00000040582		17	10356719	10450700	LMX1B	ENSCJPG00005011083	LMX1B	17	ortholog_one2one	1
ENSGALG00000033379		2	41331321	41350778	EAF1	ENSCJPG00005012852	EAF1	2	ortholog_one2one	1
ENSGALG00000002370		6	4939678	4992201	SH2D4B	ENSCJPG00005012652	SH2D4B	6	ortholog_one2one	1
ENSGALG00000002108		18	4557242	4573010		ENSCJPG00005020800		18	ortholog_one2one	1
ENSGALG00000039391		4	88185	95888	ZC3H12B	ENSCJPG00005002914	ZC3H12B	4	ortholog_one2one	1
ENSGALG00000031143		24	450929	468974	DCPS	ENSCJPG00005005716	DCPS	24	ortholog_one2one	1
ENSGALG00000036128		2	91466387	91808773	ZNF407	ENSCJPG00005007318	ZNF407	2	ortholog_one2one	1
ENSGALG00000021238		14	2656528	2663612		ENSCJPG00005014128		14	ortholog_one2one	1
ENSGALG00000028298		Z	32755378	32945968	CNTLN	ENSCJPG00005007635	CNTLN	Z	ortholog_one2one	1
ENSGALG00000009637		5	30254659	30261563	EMC7	ENSCJPG00005016625	EMC7	5	ortholog_one2one	1
ENSGALG00000009968		4	31026953	31052941	OTUD4	ENSCJPG00005001775	OTUD4	4	ortholog_one2one	1
ENSGALG00000004818		15	6679247	6682601	RPL6	ENSCJPG00005007341	RPL6	15	ortholog_one2one	1
ENSGALG00000026638		13	2672071	2681448	RELL2	ENSCJPG00005011424	RELL2	13	ortholog_one2one	1
ENSGALG00000034344		22	3867465	3874049	MTHFD2	ENSCJPG00005011940		22	ortholog_one2one	1
ENSGALG00000002395		6	5024944	5056345		ENSCJPG00005012654		6	ortholog_one2one	1
ENSGALG00000027520		5	30262434	30276427		ENSCJPG00005016624		5	ortholog_one2one	1
ENSGALG00000043447		4	102382	128172	LAS1L	ENSCJPG00005002926	LAS1L	4	ortholog_one2one	1
ENSGALG00000042705		3	105215798	105226949	KCNK3	ENSCJPG00005012986	KCNK3	3	ortholog_one2one	1
ENSGALG00000000934		17	10544180	10549641	ZBTB43	ENSCJPG00005011084	ZBTB43	17	ortholog_one2one	1
ENSGALG00000045037		14	2665656	2672249	CYP2W1	ENSCJPG00005014129	CYP2W1	14	ortholog_one2one	1
ENSGALG00000000535		21	255925	259437	ERRFI1	ENSCJPG00005007390	ERRFI1	21	ortholog_one2one	1
ENSGALG00000029747		24	473593	483311	ST3GAL4	ENSCJPG00005005720	ST3GAL4	24	ortholog_one2one	1
ENSGALG00000009977		4	31116058	31162776	SMAD1	ENSCJPG00005001782	SMAD1	4	ortholog_one2one	1
ENSGALG00000040665		2	41350205	41358935	METTL6	ENSCJPG00005012853	METTL6	2	ortholog_one2one	1
ENSGALG00000005378		5	7820343	7864789	ARNTL	ENSCJPG00005018611	ARNTL	5	ortholog_one2one	1
ENSGALG00000037371		2	138402887	138435037	TMEM65	ENSCJPG00005005962	TMEM65	2	ortholog_one2one	1
ENSGALG00000023407		17	10555811	10564313	ZBTB34	ENSCJPG00005011085	ZBTB34	17	ortholog_one2one	1
ENSGALG00000016577		3	105305216	105335944	OTOF	ENSCJPG00005012987	OTOF	3	ortholog_one2one	1
ENSGALG00000010227		1	37893908	37899384	KRR1	ENSCJPG00005016146	KRR1	1	ortholog_one2one	1
ENSGALG00000013697		2	91814326	91830339	CNDP1	ENSCJPG00005007319	CNDP1	2	ortholog_one2one	1
ENSGALG00000042201		10	20696527	20727419	TP53BP1	ENSCJPG00005000653	TP53BP1	10	ortholog_one2one	1
ENSGALG00000004055		14	2679816	2775732	C7orf50	ENSCJPG00005014130	C7orf50	14	ortholog_one2one	1
ENSGALG00000008666		7	13408731	13412887	CTLA4	ENSCJPG00005015379	CTLA4	7	ortholog_one2one	1
ENSGALG00000036214		21	264289	271465	PARK7	ENSCJPG00005007391	PARK7	21	ortholog_one2one	1
ENSGALG00000048613		28	4837358	4929937	KDM4B	ENSCJPG00005017847	KDM4B	28	ortholog_one2one	1
ENSGALG00000009640		5	30281791	30329607	CHRM5	ENSCJPG00005016623	CHRM5	5	ortholog_one2one	1
ENSGALG00000032642		2	830721	889591	SMARCC1	ENSCJPG00005009276	SMARCC1	2	ortholog_one2one	1
ENSGALG00000013091		1	62935249	63064741	EPS8	ENSCJPG00005002898	EPS8	1	ortholog_one2one	1
ENSGALG00000013685		6	33448529	33469510	EDRF1	ENSCJPG00005001118	EDRF1	6	ortholog_one2one	1
ENSGALG00000038740		8	440100	444521	AMY2A	ENSCJPG00005020947		8	ortholog_one2one	1
ENSGALG00000002414		6	5059767	5100064	TSPAN14	ENSCJPG00005012653	TSPAN14	6	ortholog_one2one	1
ENSGALG00000009974		4	31180282	31187602	MMAA	ENSCJPG00005001787	MMAA	4	ortholog_one2one	1
ENSGALG00000009642		5	30287850	30373018	AVEN	ENSCJPG00005016621	AVEN	5	ortholog_one2one	1
ENSGALG00000008549		10	20728015	20740065	TUBGCP4	ENSCJPG00005000655	TUBGCP4	10	ortholog_one2one	1
ENSGALG00000002622		13	2681277	2686153	FCHSD1	ENSCJPG00005011422	FCHSD1	13	ortholog_one2one	1
ENSGALG00000026907		9	13963184	13965036	GMNC	ENSCJPG00005013567	GMNC	9	ortholog_one2one	1
ENSGALG00000004821		15	6682823	6704251	PTPN11	ENSCJPG00005007342	PTPN11	15	ortholog_one2one	1
ENSGALG00000008669		7	13436135	13454946	CD28	ENSCJPG00005015378	CD28	7	ortholog_one2one	1
ENSGALG00000000906		17	10574805	10660252	RALGPS1	ENSCJPG00005011086	RALGPS1	17	ortholog_one2one	1
ENSGALG00000032146		22	3876048	3897181	SLC4A5	ENSCJPG00005011938	SLC4A5	22	ortholog_one2one	1
ENSGALG00000019514		2	91847137	91861414	CNDP2	ENSCJPG00005007320	CNDP2	2	ortholog_one2one	1
ENSGALG00000027982		1	197145495	197154933		ENSCJPG00005005675		1	ortholog_one2one	1
ENSGALG00000039822		5	7961978	7963360	RASSF10	ENSCJPG00005018613	RASSF10	5	ortholog_one2one	1
ENSGALG00000008462		18	4576203	4580639	CDK3	ENSCJPG00005020801	CDK3	18	ortholog_one2one	1
ENSGALG00000032184		2	900452	906269	CSPG5	ENSCJPG00005010113	CSPG5	2	ortholog_one2one	1
ENSGALG00000039615		4	147238	187944	MSN	ENSCJPG00005002939	MSN	4	ortholog_one2one	1
ENSGALG00000009982		4	31214218	31320627	ZNF827	ENSCJPG00005001796	ZNF827	4	ortholog_one2one	1
ENSGALG00000013092		1	63098506	63107795	STRAP	ENSCJPG00005002917	STRAP	1	ortholog_one2one	1
ENSGALG00000010627		8	24744263	24748574	PRPF38A	ENSCJPG00005011901	PRPF38A	8	ortholog_one2one	1
ENSGALG00000005415		5	8004041	8091334	TEAD1	ENSCJPG00005018615	TEAD1	5	ortholog_one2one	1
ENSGALG00000002116		18	4582296	4586252	TEN1	ENSCJPG00005020805		18	ortholog_one2one	1
ENSGALG00000029197		24	484288	720481	KIRREL3	ENSCJPG00005005735	KIRREL3	24	ortholog_one2one	1
ENSGALG00000013688		6	33473293	33482070	UROS	ENSCJPG00005001169	UROS	6	ortholog_one2one	1
ENSGALG00000013528		22	3902960	3937658		ENSCJPG00005011937		22	ortholog_one2one	1
ENSGALG00000016591		3	105338705	105350819	DRC1	ENSCJPG00005012988	DRC1	3	ortholog_one2one	1
ENSGALG00000034788		1	38018609	38025170		ENSCJPG00005016153	PHLDA1	1	ortholog_one2one	1
ENSGALG00000054939		7	13545067	13589651	RAPH1	ENSCJPG00005015370	RAPH1	7	ortholog_one2one	1
ENSGALG00000030162		10	20744794	20792797	IQGAP1	ENSCJPG00005000665	IQGAP1	10	ortholog_one2one	1
ENSGALG00000009985		4	31368147	31373643	LSM6	ENSCJPG00005001811	LSM6	4	ortholog_one2one	1
ENSGALG00000031122		8	1215190	1359430	NTNG1	ENSCJPG00005020963	NTNG1	8	ortholog_one2one	1
ENSGALG00000002159		18	4586308	4604300	ACOX1	ENSCJPG00005020806	ACOX1	18	ortholog_one2one	1
ENSGALG00000032734		2	138468824	138475283	RNF139	ENSCJPG00005005964	RNF139	2	ortholog_one2one	1
ENSGALG00000031360		4	192612	196135		ENSCJPG00005002949		4	ortholog_one2one	1
ENSGALG00000007253		9	14006895	14047894	IL1RAP	ENSCJPG00005013571	IL1RAP	9	ortholog_one2one	1
ENSGALG00000002570		13	2687360	2689815		ENSCJPG00005011421		13	ortholog_one2one	1
ENSGALG00000031227		2	914017	929139	ELP6	ENSCJPG00005010114	ELP6	2	ortholog_one2one	1
ENSGALG00000042771		1	96501042	96681455	GBE1	ENSCJPG00005003418	GBE1	1	ortholog_one2one	1
ENSGALG00000006617		6	33485512	33491742	BCCIP	ENSCJPG00005001184	BCCIP	6	ortholog_one2one	1
